Index,Name,PUBCHEM_COMPOUND_CID,ACTIVITY,ALogP98,ES_Sum_dO,ES_Sum_dssC,ES_Sum_sOH,ES_Sum_ssCH2,ES_Sum_ssO,ES_Sum_sssCH,ES_Count_dssC,ES_Count_sCH3,Molecular_Solubility,Num_DoubleBonds,Num_H_Acceptors,Molecular_FractionalPolarSurfaceArea,CIC,IAC_Mean,IC,JX,Wiener,SC_3_P
179,5284369,5284369,Non-Bitter,2.99,11.74,-0.41,0,0.22,5.12,0,1,0,-4.47,8,3,0.21,1.03,1.42,3.22,1.83,850,30
180,316771,316771,Non-Bitter,3.74,11.6,-0.3,0,0.28,5.12,0,1,0,-4.7,8,2,0.11,1.31,1.27,2.86,1.78,749,27
181,7664,7664,Non-Bitter,3.2,11,-0.13,0,1.69,4.98,0,1,1,-3.73,5,2,0.12,0.58,1.27,3.32,2.2,468,18
182,1550887,1550887,Non-Bitter,4.2,11.48,-0.34,0,0.27,5.07,0,1,0,-5.69,9,2,0.1,1.51,1.25,2.81,1.72,1066,28
183,7663,7663,Non-Bitter,3.2,11.1,-0.16,0,0.34,5,-0.06,1,2,-3.71,5,2,0.12,0.58,1.27,3.32,2.26,456,19
184,61091,61091,Non-Bitter,3.45,11.21,-0.13,0,0.83,5.05,0.35,1,2,-4.01,5,2,0.11,0.55,1.25,3.45,2.2,559,19
185,5370599,5370599,Non-Bitter,3.77,11.57,-0.21,0,0.63,5.14,0,1,0,-5.03,8,2,0.1,1.24,1.26,3.01,1.7,898,27
186,7661,7661,Non-Bitter,2.74,10.77,-0.17,0,0.78,4.89,0,1,1,-3.33,5,2,0.13,0.48,1.3,3.32,2.25,379,17
187,24113,24113,Non-Bitter,4.11,0,2.7,0,3.53,10.93,-0.18,2,5,-3.83,2,2,0.07,0.84,1.17,3.16,3.95,538,16
188,24191,24191,Non-Bitter,3.41,0,2.67,0,2.15,10.17,-0.21,2,5,-3.12,2,2,0.08,0.63,1.19,3.18,3.8,372,14
189,5338463,5338463,Non-Bitter,3.61,0,2.72,0,2.9,10.99,0.11,2,4,-3.03,2,2,0.08,0.63,1.2,3.27,2.22,443,19
190,311,311,Non-Bitter,-4.27,30.48,-5.02,33.81,-2.29,0,0,3,0,-0.41,3,7,0.69,1.29,1.58,2.41,4.33,246,16
191,7794,7794,Non-Bitter,3.02,10.1,1.36,0,2.94,0,0.54,1,3,-2.88,2,1,0.09,0.36,1.12,3.1,3.35,194,9
192,10402,10402,Non-Bitter,1.52,10.29,0.61,8.48,2.25,0,0.29,2,3,-2.6,2,2,0.2,0.56,1.25,3.02,3.44,244,10
193,9017,9017,Non-Bitter,3.43,10.5,1.19,0,3.83,4.89,0.63,2,4,-3.44,2,2,0.11,0.68,1.19,3.13,3.32,397,12
194,8835,8835,Non-Bitter,4.55,11.1,1.32,0,5.28,5.13,0.63,2,4,-4.13,2,2,0.1,0.55,1.17,3.45,3.38,586,15
195,7778,7778,Non-Bitter,3.35,9.86,1.37,0,3.83,4.64,0.63,1,3,-3.12,2,2,0.12,0.77,1.21,2.93,3.26,324,11
196,60985,60985,Non-Bitter,4.56,11.2,1.29,0,3.83,5.15,0.61,2,5,-4.09,2,2,0.1,0.72,1.17,3.28,3.45,573,16
197,61401,61401,Non-Bitter,2.96,9.96,1.38,0,4.34,5.1,0.68,1,3,-3.39,2,2,0.11,0.86,1.19,2.95,3.23,408,12
198,8767,8767,Non-Bitter,5.13,11.67,1.24,0,4.11,5.29,0.59,2,3,-5.42,5,2,0.09,0.68,1.19,3.65,2.09,1072,24
199,61416,61416,Non-Bitter,5.01,11.26,1.34,0,6.43,5.19,0.63,2,4,-4.59,2,2,0.09,0.63,1.15,3.45,3.38,704,16
200,12658395,12658395,Non-Bitter,-1.01,10.86,-0.41,0,0.42,4.46,-0.62,1,1,-0.81,3,4,0.44,0.33,1.72,3.25,2.34,213,17
201,342,342,Non-Bitter,2.07,0,0,8.81,0,0,0,0,1,-1.39,3,1,0.17,0.75,1.27,2.25,3.04,61,10
202,335,335,Non-Bitter,2.07,0,0,8.92,0,0,0,0,1,-1.36,3,1,0.17,1,1.27,2,3.09,60,11
203,2879,2879,Non-Bitter,2.07,0,0,8.76,0,0,0,0,1,-1.41,3,1,0.17,1.5,1.27,1.5,2.99,62,10
204,326,326,Non-Bitter,2.78,10.29,0,0,0,0,0.54,0,2,-2.83,4,1,0.11,1.09,1.21,2.37,2.89,162,16
205,444041,444041,Non-Bitter,-12.23,0,0,230.28,-7.33,79.46,-70.25,0,0,3.23,0,35,0.55,3.53,1.52,2.73,1,28693,182
206,5315941,5315941,Non-Bitter,5.89,11.62,0.5,0,16.82,0,0,1,0,-6.64,2,1,0.06,2.18,1.07,1.99,2.15,701,19
207,21363,21363,Non-Bitter,0.69,10.27,-0.63,8.47,6.42,0,0.48,1,0,-1.95,1,2,0.26,0.68,1.3,2.65,2.15,126,12
208,7413,7413,Non-Bitter,0.45,10.35,-0.6,8.54,5.24,0,-0.03,1,0,-1.48,1,2,0.29,0.75,1.34,2.42,2.25,88,12
209,30771,30771,Non-Bitter,2.6,10.46,-0.15,0,8.49,4.91,0.82,1,1,-2.88,1,2,0.14,1.06,1.23,2.52,1.95,233,14
210,7967,7967,Non-Bitter,1.31,10.46,0.46,0,5.24,0,0,1,0,-1.16,1,1,0.16,0.96,1.22,1.84,2.21,42,8
211,12146,12146,Non-Bitter,1.88,10.49,-0.13,0,5.88,5.05,0.23,1,1,-1.87,1,2,0.17,0.68,1.28,2.65,2.11,126,12
212,24510,24510,Non-Bitter,2.8,11.83,-0.29,0,5.53,5.44,0.08,1,0,-3.26,4,3,0.24,0.67,1.42,3.33,1.94,459,27
213,243783,243783,Non-Bitter,3,11.09,-0.01,0,7.39,5.29,0.23,1,1,-2.57,1,2,0.14,0.56,1.23,3.02,2.07,221,15
214,251513,251513,Non-Bitter,4.01,11.58,-0.22,0,5.67,5.39,0.14,1,0,-4.5,5,2,0.11,0.91,1.25,3.18,1.78,612,25
215,20358,20358,Non-Bitter,1.8,9.85,0,0,5.88,4.8,0.23,0,0,-1.57,1,2,0.2,0.75,1.31,2.42,2.06,94,11
216,287439,287439,Non-Bitter,3.25,11.3,-0.01,0,6.46,5.36,0.64,1,2,-2.84,1,2,0.13,0.83,1.21,2.87,2.11,276,16
217,61375,61375,Non-Bitter,2.55,10.86,-0.05,0,6.41,5.2,0.23,1,1,-2.16,1,2,0.16,0.61,1.25,2.85,2.1,168,14
218,16204532,16204532,Non-Bitter,2.18,0,0,0,8.15,0,0.87,0,0,-3.44,3,2,0.14,1.04,1.27,2.66,1.86,264,20
219,15510,15510,Non-Bitter,2.02,0,0,0,5.52,0,0.74,0,0,-0.4,0,1,0.36,0.67,1.2,1.92,2.15,26,7
220,8452,8452,Non-Bitter,0.86,10.24,0.45,0,3.97,0,0,1,0,-0.68,1,1,0.19,0.67,1.26,1.92,2.32,26,7
221,7463,7463,Non-Bitter,3.51,0,0,0,0,0,0.65,0,3,-3.1,3,0,0,1,0.98,2.32,2.89,120,14
222,62002,62002,Non-Bitter,3.58,11.9,1.5,0,2.22,0,0.09,2,4,-3.82,3,1,0.08,0.34,1.13,3.47,2.94,285,24
223,42296,42296,Non-Bitter,3.39,11.9,0.27,0,1.01,0,0.51,1,4,-3.97,3,1,0.08,0.29,1.13,3.52,2.9,285,24
224,5283349,5283349,Non-Bitter,3.21,9.82,0,0,4.93,0,0,0,1,-3.68,3,1,0.1,0.61,1.15,2.85,3.12,220,8
225,5362696,5362696,Non-Bitter,2.95,0,0,8.39,5.16,0,0,0,1,-3.38,2,1,0.11,0.73,1.12,2.73,3.06,220,8
226,12813,12813,Non-Bitter,3,10.72,-0.01,0,7.73,5.1,0.24,1,1,-2.76,1,2,0.14,0.56,1.23,3.02,1.91,241,15
227,12810,12810,Non-Bitter,3,10.88,0,0,7.5,5.19,0.23,1,1,-2.66,1,2,0.14,0.56,1.23,3.02,2.03,227,15
228,62583,62583,Non-Bitter,3,11.03,0.01,0,7.3,5.27,0.22,1,1,-2.58,1,2,0.14,0.56,1.23,3.02,2.18,211,15
229,8175,8175,Non-Bitter,3.68,9.94,0,0,9.81,0,0,0,1,-3.8,1,1,0.09,1.41,1.09,2.05,2.71,220,8
230,24513,24513,Non-Bitter,3.93,0,0,0,10.42,10.24,0.01,0,3,-4.22,0,2,0.08,1.59,1.14,2.22,2.94,419,13
231,2969,2969,Non-Bitter,2.18,10.13,-0.66,8.35,8.64,0,0,1,1,-3.41,1,2,0.2,1.29,1.21,2.29,2.81,277,9
232,8174,8174,Non-Bitter,3.71,0,0,8.51,10.75,0,0,0,1,-3.61,0,1,0.11,2.15,1.06,1.31,2.67,220,8
233,519158,519158,Non-Bitter,3.7,0,0,9.21,8.4,0,-0.05,0,2,-3.31,0,1,0.1,0.91,1.06,2.55,2.86,206,9
234,13576,13576,Non-Bitter,3.51,10.84,0.42,0,7.76,0,0,1,2,-3.32,1,1,0.09,0.91,1.09,2.55,2.92,206,9
235,19801,19801,Non-Bitter,3.65,9.85,0,0,7.57,0,0,0,1,-3.78,2,1,0.09,0.73,1.12,2.73,2.87,220,8
236,61875,61875,Non-Bitter,3.23,9.91,0,0,6.64,0,0,0,1,-3.62,2,1,0.09,0.8,1.12,2.66,2.94,220,8
237,162392,162392,Non-Bitter,3.29,9.93,0,0,7.94,0,0,0,0,-3.58,2,1,0.09,1.6,1.12,1.86,2.76,220,8
238,5282724,5282724,Non-Bitter,2.16,10.05,-0.84,8.27,7.06,0,0,1,1,-3.57,2,2,0.2,0.67,1.25,2.92,2.99,277,9
239,93732,93732,Non-Bitter,1.74,10.1,-0.72,8.32,5.74,0,0,1,1,-3.3,2,2,0.2,0.5,1.25,3.08,3.03,277,9
240,5362593,5362593,Non-Bitter,1.74,10.11,-0.7,8.33,5.53,0,0,1,1,-3.25,2,2,0.2,0.5,1.25,3.08,3.02,277,9
241,61743,61743,Non-Bitter,1.79,10.12,-0.68,8.34,6.82,0,0,1,0,-3.21,2,2,0.2,0.97,1.25,2.62,2.85,277,9
242,170977,170977,Non-Bitter,3.44,0,0,9.1,7.17,0,-0.28,0,1,-3.28,1,1,0.11,0.73,1.09,2.73,2.92,206,9
243,61522,61522,Non-Bitter,3.28,10.45,0.15,0,6.15,0,0,1,2,-3.52,2,1,0.09,0.43,1.12,3.03,3.04,212,8
244,49856,49856,Non-Bitter,3.64,10.41,-0.18,0,7.56,4.81,0,1,2,-4.2,2,2,0.11,0.86,1.19,2.95,2.99,444,11
245,8167,8167,Non-Bitter,4.09,10.43,-0.16,0,10.85,4.85,0,1,2,-4.39,1,2,0.11,1.71,1.17,2.09,2.81,444,11
246,229387,229387,Non-Bitter,5.21,11.03,-0.04,0,12.35,5.09,0,1,2,-5.09,1,2,0.1,1.88,1.14,2.13,2.93,647,14
247,229385,229385,Non-Bitter,4.75,10.8,-0.07,0,11.38,5,0,1,2,-4.68,1,2,0.11,1.73,1.15,2.17,2.88,538,13
248,62126,62126,Non-Bitter,3.26,0,2.91,9.3,3.03,0,-0.18,2,4,-3.47,2,1,0.09,0.48,1.11,3.32,2.73,301,22
249,577126,577126,Non-Bitter,2.93,10.96,3.09,0,2.71,0,0,3,4,-3.57,3,1,0.08,0.71,1.13,3.09,2.78,301,22
250,71587277,71587277,Non-Bitter,2.27,11.13,2.58,0,2.12,5.1,0.54,4,2,-1.56,3,2,0.16,0,1.33,3.58,2.35,179,25
251,650,650,Non-Bitter,-0.23,19.59,-0.76,0,0,0,0,2,2,-0.58,2,2,0.33,1,1.46,1.58,3.39,29,4
252,16315,16315,Non-Bitter,3.21,0,0,0,2.05,0,0,0,0,-3.05,2,3,0.42,1.19,1.43,1.97,2.51,120,6
253,7657,7657,Non-Bitter,3.22,0,0,0,1.35,5.61,0,0,0,-4.06,6,1,0.05,1.83,1.18,2.07,1.78,436,22
254,61989,61989,Non-Bitter,0.46,20.92,0.45,0,2.95,0,0,2,2,-2.19,2,3,0.31,1.16,1.47,2.3,2.89,204,8
255,10608036,10608036,Non-Bitter,3.73,11.16,0.01,0,8.44,5.51,0,1,2,-3.62,1,2,0.12,1,1.19,2.81,2.39,318,21
256,7986,7986,Non-Bitter,5.49,22.72,-0.13,0,12.37,10.21,0,2,2,-5.61,2,4,0.15,2.24,1.24,2.22,3.12,1621,21
257,17356,17356,Non-Bitter,5.1,0,0,0,14.9,0,1.99,0,0,-5.53,0,2,0.23,2.36,1.19,1.45,1.55,343,21
258,24197,24197,Non-Bitter,0.14,21.57,-1.4,9.07,0.06,9.02,-1.42,2,2,-1.04,2,5,0.35,0.62,1.46,3.09,3.51,286,14
259,7761,7761,Non-Bitter,1.24,19.99,-1.16,0,0.58,8.59,0,2,2,-0.95,2,4,0.4,0.91,1.47,2.55,3.23,184,10
260,28906,28906,Non-Bitter,1.71,0,0,0,1.95,0,0,0,3,-2.65,3,2,0.15,0.55,1.29,2.91,2.94,154,17
261,36225,36225,Non-Bitter,1.71,0,0,0,1.95,0,0,0,3,-2.65,3,2,0.15,0.55,1.29,2.91,2.91,156,17
262,28905,28905,Non-Bitter,1.71,0,0,0,1.97,0,0,0,3,-2.66,3,2,0.15,0.73,1.29,2.73,2.98,152,17
263,27458,27458,Non-Bitter,1.43,0,0,0,1.97,0,0,0,2,-2.18,3,2,0.16,1,1.32,2.32,2.88,117,15
264,8049,8049,Non-Bitter,3.53,22.08,-0.2,0,8.11,9.69,0,2,2,-3.88,2,4,0.18,1.75,1.29,2.42,3.04,891,17
265,31249,31249,Non-Bitter,0.79,21.44,-0.71,0,0.91,9.25,0,2,2,-1.17,2,4,0.27,1.33,1.42,2.25,3.18,244,11
266,9609,9609,Non-Bitter,1.49,0,0,0,2.52,0,0,0,2,-1.41,0,1,0.23,0.8,1.16,1.52,2.07,20,2
267,638139,638139,Non-Bitter,-0.52,21.71,-2.1,18.18,0.12,8.79,-3.79,2,2,-1.21,2,6,0.43,1,1.49,2.81,3.84,331,18
268,62913,62913,Non-Bitter,2.31,0,0,0,4.96,5.66,1.16,0,2,-1.82,0,1,0.06,0.89,1.12,2.28,2.14,91,13
269,77151,77151,Non-Bitter,2.67,0,0,0,2.44,0,0,0,2,-2.33,0,3,0.47,1.25,1.38,1.56,2.18,56,4
270,520895,520895,Non-Bitter,3.44,0,0,0,2.64,0,1.75,0,2,-2.68,0,3,0.44,0.89,1.38,2.28,2.05,91,13
271,263034,263034,Non-Bitter,1.58,0,0,0,0.96,5.33,0,0,0,-2.61,4,1,0.2,1.54,1.43,2.16,1.66,290,20
272,12072,12072,Non-Bitter,2.58,0,1.23,9.56,3.29,0,0.97,1,2,-2.01,1,1,0.12,0.55,1.12,2.91,2.43,152,17
273,30248,30248,Non-Bitter,2.96,10.89,1.05,0,3.28,5.3,1.13,2,3,-2.78,2,2,0.12,0.43,1.22,3.38,2.48,307,21
274,660,660,Non-Bitter,1.92,10.8,-0.12,0,1.33,4.99,0,1,0,-1.81,4,2,0.19,0.73,1.38,2.73,2.34,144,20
275,6428802,6428802,Non-Bitter,1.17,0,0,0,3.49,0,0,0,2,-2.53,3,2,0.16,0.91,1.33,2.55,2.5,140,22
276,14922,14922,Non-Bitter,5.01,0,2.74,8.73,6.38,0,0.82,2,4,-4.74,2,1,0.07,0.72,1.07,3.28,3.52,586,15
277,579336,579336,Non-Bitter,3.71,0,3.17,9.32,5.89,0,-0.16,2,4,-3.53,1,1,0.09,0.82,1.09,2.99,2.68,301,22
278,35821,35821,Non-Bitter,3.18,10.98,1.81,0,4.23,0,0.61,2,4,-3.82,2,1,0.07,0.86,1.11,2.95,2.64,301,22
279,519382,519382,Non-Bitter,3.38,10.98,3.38,0,5.51,0,0,3,4,-3.62,2,1,0.07,1.14,1.11,2.66,2.73,301,22
280,61275,61275,Non-Bitter,2.6,0,2.78,0,1.84,5.51,0.32,2,3,-2.08,2,1,0.05,0.61,1.15,2.85,2.45,162,14
281,61951,61951,Non-Bitter,0.52,0,0,0,2.16,0,0,0,1,-2.03,3,3,0.34,0.6,1.63,2.72,2.42,108,19
282,14344497,14344497,Non-Bitter,2.3,11.22,0.03,0,3.53,5.31,1.66,1,2,-1.8,1,2,0.16,0.33,1.26,3.25,2.03,179,25
283,7197,7197,Non-Bitter,3,0,0,0,2.64,10.47,0,0,1,-2.31,3,2,0.11,0.73,1.33,2.86,2.19,197,22
284,71587038,71587038,Non-Bitter,3.58,11.67,1.83,0,5.36,0,1.89,2,3,-3.95,2,1,0.07,0.8,1.11,3.2,2.18,397,34
285,61252,61252,Non-Bitter,0.31,10.22,0.42,0,2.63,0,0,1,0,-0.61,1,2,0.43,0.67,1.63,1.92,2.25,26,7
286,670,670,Non-Bitter,-1.45,9.68,-0.55,15.65,-1.12,0,0,1,0,0.67,1,3,0.56,0.67,1.5,1.92,2.79,31,4
287,1491,1491,Non-Bitter,-1.2,10.29,-1.22,26.1,0,0,0,1,0,-0.72,4,4,0.53,0.61,1.53,2.85,3.08,150,17
288,98330,98330,Non-Bitter,0.55,0,0,17.72,1.32,0,-0.52,0,0,-0.26,0,4,0.66,1.5,1.75,1.5,2.02,62,10
289,77932,77932,Non-Bitter,2.84,0,0,0,0,0,1.53,0,4,-2.33,0,2,0.3,1.5,1.24,1.5,2.74,74,5
290,80046,80046,Non-Bitter,3.43,0,0,0,0,0,1.5,0,4,-2.8,0,3,0.39,1.33,1.32,1.84,2.67,108,6
291,9025,9025,Non-Bitter,1.8,0,0,0,0,9.95,0,0,2,-1.63,3,2,0.12,0.8,1.36,2.52,2.75,121,14
292,10795,10795,Non-Bitter,0.08,0,0,0,0,9.35,-0.07,0,3,-0.16,0,2,0.16,0.67,1.3,1.92,2.49,31,4
293,7041,7041,Non-Bitter,1.56,0,0,9.34,0,9.71,0,0,2,-1.15,3,3,0.24,0.73,1.44,2.73,2.94,150,18
294,61400,61400,Non-Bitter,2.35,0,0,0,0,10.18,0,0,2,-2.54,4,2,0.1,0.67,1.33,2.92,2.99,198,19
295,6985,6985,Non-Bitter,2.54,10.98,0.14,0,0,0,0,1,3,-2.87,4,1,0.1,0.61,1.21,2.85,3.17,150,17
296,65289,65289,Non-Bitter,2.44,11.2,1.77,0,3.06,0,0,2,3,-2.51,2,1,0.1,0.61,1.15,2.85,2.69,148,18
297,520888,520888,Non-Bitter,0.91,10.85,0.11,0,0,0,0,1,3,-2.28,3,2,0.35,0.68,1.71,2.65,3,113,16
298,81221,81221,Non-Bitter,2.79,0,0,0,0,5.1,0,0,3,-2.5,3,1,0.06,0.4,1.21,2.92,3.01,116,15
299,61814,61814,Non-Bitter,2.56,10.34,0,0,0,0,0,0,2,-2.58,4,1,0.12,0.4,1.23,2.92,3.16,116,15
300,2734646,2734646,Non-Bitter,2.77,0,0,0,0,0,0,0,2,-3.41,4,0,0.09,0.55,1.23,2.91,2.86,138,23
301,10817,10817,Non-Bitter,2.09,0,0,9.11,0,0,-0.35,0,2,-2.22,3,1,0.13,1,1.21,2.32,2.87,120,14
302,11830590,11830590,Non-Bitter,3.32,11.51,-0.16,0,0,5.45,-0.09,1,4,-3.64,4,2,0.12,0.72,1.25,3.19,2.73,372,23
303,61634,61634,Non-Bitter,1.2,21.53,-0.36,0,0.75,0,-0.04,2,2,-1.14,2,2,0.26,0.89,1.36,2.28,2.7,80,16
304,61633,61633,Non-Bitter,0.99,21.41,-0.36,0,0.46,0,0.24,2,2,-1.07,2,2,0.26,0.44,1.36,2.73,2.7,80,16
305,62105,62105,Non-Bitter,0.43,0,0,18.88,1.2,0,0,0,2,-1.08,0,4,0.5,1.8,1.62,1.52,2.3,111,14
306,7393,7393,Non-Bitter,2.99,0,0,9.02,0,0,0,0,3,-2.79,3,1,0.12,1.45,1.18,2,2.97,152,16
307,5362584,5362584,Non-Bitter,1.52,0,0.81,0,0.95,0,0.5,1,3,-0.79,1,1,0.25,0,1.35,3.17,2.41,86,14
308,41569,41569,Non-Bitter,1.58,0,0,0,0,0,0,0,2,-0.97,2,1,0.37,1.09,1.53,1.91,3.01,59,12
309,108764,108764,Non-Bitter,1.55,10.7,0.09,0,0,0,0,1,3,-2.54,3,2,0.31,0.61,1.57,2.85,2.71,157,16
310,642117,642117,Non-Bitter,3.33,0,0,0,0,0,0,0,4,-5.18,4,2,0.3,1.5,1.56,2.5,1.96,470,29
311,7957,7957,Non-Bitter,2.83,0,0,9.39,1.89,0,1.15,0,4,-2.14,0,1,0.11,1.56,1.07,1.76,3.29,135,8
312,7958,7958,Non-Bitter,2.65,11.06,0.41,0,1.5,0,1.04,1,4,-2.22,1,1,0.1,1.2,1.11,2.12,3.39,135,8
313,61016,61016,Non-Bitter,2.77,10.16,1.33,0,2.01,0,0.22,1,3,-2.44,2,1,0.1,0.4,1.14,2.92,3.33,146,8
314,62835,62835,Non-Bitter,-0.03,10.46,-0.23,8.84,0,4.62,-0.25,3,2,-0.53,2,3,0.37,0.22,1.51,2.95,2.77,80,16
315,4120025,4120025,Non-Bitter,2.22,0,0.82,0,1.01,0,1.12,1,4,-1.49,1,1,0.21,0.61,1.29,2.85,2.33,160,16
316,61325,61325,Non-Bitter,0.34,11.04,0.87,0,0,9.89,-0.37,3,3,-0.62,2,3,0.24,0,1.44,3.32,2.68,110,18
317,5281535,5281535,Non-Bitter,4.68,10.36,3.26,0,3.96,0,0,3,2,-4.71,5,1,0.07,0.75,1.12,3.25,3.81,583,16
318,62183,62183,Non-Bitter,3.91,12.18,0.35,0,0.66,0,0.81,1,5,-4.6,3,2,0.2,0.71,1.35,3.38,2.64,532,26
319,5363526,5363526,Non-Bitter,2.59,0,1.37,0,2.37,5.83,0.38,1,4,-2.47,1,1,0.05,0.43,1.12,3.03,2.49,153,17
320,549663,549663,Non-Bitter,3.27,10.66,2.65,0,2.03,0,0,3,4,-3.05,3,1,0.08,0.67,1.14,2.92,3.75,244,10
321,6437428,6437428,Non-Bitter,4.52,11.45,3.3,0,6.26,0,0.33,3,3,-4.34,3,1,0.07,0.67,1.11,3.33,2.26,540,21
322,3020406,3020406,Non-Bitter,5.35,11.63,2.57,0,4.23,5.25,0.06,3,5,-4.68,3,2,0.09,0.82,1.16,3.35,3.83,787,20
323,5463910,5463910,Non-Bitter,3.48,10.25,0,0,4.8,0,1.09,0,3,-3.19,1,1,0.09,0.36,1.09,3.1,3.16,192,10
324,5281553,5281553,Non-Bitter,3.63,0,2.62,0,1.03,0,0,2,3,-2.91,3,0,0,0.68,0.96,2.65,3.74,146,8
325,19872333,19872333,Non-Bitter,1.25,22.53,-0.18,0,1.02,10.03,-0.53,4,3,-1.69,3,4,0.26,0.14,1.43,3.66,2.5,313,23
326,5362565,5362565,Non-Bitter,0.58,10.17,-0.41,8.36,0,0,0.32,2,3,-1.58,2,2,0.26,0.44,1.34,2.73,3.89,96,8
327,9024,9024,Non-Bitter,2.51,10.83,-0.23,0,0.74,5.2,0,1,3,-3.4,4,2,0.12,0.96,1.27,2.84,2.57,321,18
328,24915,24915,Non-Bitter,3.63,11.43,-0.11,0,2.09,5.44,0,1,3,-4.07,4,2,0.11,0.67,1.23,3.33,2.48,482,21
329,61464,61464,Non-Bitter,2.43,10.19,0,0,0.74,4.95,0,0,2,-3.06,4,2,0.14,0.67,1.3,3.03,2.56,262,17
330,22201,22201,Non-Bitter,0.09,0,0,0,0,0,0,0,2,-1.28,3,2,0.21,1,1.41,2,3.03,60,11
331,31252,31252,Non-Bitter,0.09,0,0,0,0,0,0,0,2,-1.28,3,2,0.21,1.5,1.41,1.5,2.93,62,10
332,7938,7938,Non-Bitter,0.09,0,0,0,0,0,0,0,2,-1.28,3,2,0.21,0.75,1.41,2.25,2.97,61,10
333,7937,7937,Non-Bitter,1.24,0,0,0,0,0,0,0,2,-1.77,3,1,0.1,0.75,1.25,2.25,3.02,61,10
334,62385,62385,Non-Bitter,3.31,0,1.13,0,0,0,0,1,2,-2.89,4,0,0,1,0.99,2.32,3,120,14
335,7820,7820,Non-Bitter,0.09,20.8,-0.8,0,0.17,8.6,0,2,2,-0.68,2,4,0.32,1,1.49,2.32,3.1,141,9
336,20442793,20442793,Non-Bitter,1.15,0,0,0,1.1,5.4,1.24,0,2,0.08,0,2,0.34,1.09,1.4,1.91,2.28,59,12
337,77837,77837,Non-Bitter,0.74,0,0,0,0,0,0,0,2,-1.86,2,1,0.34,0.86,1.57,1.95,2.89,41,9
338,62510,62510,Non-Bitter,1.06,0,0,0,0,0,0,0,2,-1.85,2,1,0.34,0.86,1.57,1.95,2.97,40,10
339,43463255,43463255,Non-Bitter,2.49,11.85,-0.03,0,0,0,0,1,2,-3.98,5,1,0.29,0.57,1.53,3.24,2.32,294,27
340,41570,41570,Non-Bitter,2.93,11.51,0.21,0,0.62,0,0.42,1,4,-3.58,3,2,0.24,0.43,1.44,3.38,2.49,327,20
341,61045,61045,Non-Bitter,3.16,0,0,0,0,0,0,0,2,-1.68,3,1,0.25,0.97,1.24,2.2,3.21,82,14
342,19310,19310,Non-Bitter,1.98,0,0,0,0,0,0,0,2,-1.24,0,3,0.59,0.8,1.44,1.52,1.86,20,2
343,32033,32033,Non-Bitter,2.14,0,0,0,0,0,1.64,0,2,-1.61,0,3,0.54,0.86,1.46,1.95,2.06,41,9
344,19633,19633,Non-Bitter,3.76,10.69,3.05,0,3.81,0,0,3,4,-3.87,3,1,0.07,1,1.11,2.81,3.64,397,12
345,5362563,5362563,Non-Bitter,1.72,0,0,0,0,0,0,0,2,-2.76,3,1,0.27,0.44,1.49,2.73,3.02,85,14
346,13436,13436,Non-Bitter,4.54,0,0,0,0,0,0,0,0,-4.59,6,2,0.25,1.96,1.33,1.84,1.9,343,21
347,7583,7583,Non-Bitter,3.39,0,0,0,0,5.58,0,0,0,-3.23,6,1,0.06,1.96,1.21,1.74,2.11,264,20
348,22383,22383,Non-Bitter,3.72,0,0,0,5.18,0,0,0,2,-3.44,0,3,0.39,1.73,1.32,1.44,2.38,120,6
349,24182787,24182787,Non-Bitter,-2.97,22.38,-0.99,37.33,-0.69,9.53,-5.83,2,0,0.08,5,12,0.67,0.33,2.05,4.25,1.68,1330,51
350,13254455,13254455,Non-Bitter,-2.84,22.22,-0.64,37.23,-0.66,9.53,-5.65,1,0,-0.04,5,11,0.62,0.35,2.04,4.18,1.66,1191,49
351,24203,24203,Non-Bitter,-1.88,8.88,0,21.56,0,0,0,0,0,1.16,1,4,1,0.95,1.25,1.37,2.92,16,0
352,9020,9020,Non-Bitter,-3.31,19.28,-2.15,15.8,-0.59,0,0,2,0,-0.21,2,4,0.61,1,1.58,2,2.98,74,5
353,61979,61979,Non-Bitter,1.64,0,0,0,4.25,11.59,1.06,0,2,-2.64,0,4,0.33,0.43,1.53,3.38,1.76,259,37
354,6428936,6428936,Non-Bitter,1.81,10.4,0.92,0,2.96,0,0,1,2,-3.07,2,3,0.33,0.36,1.47,3.1,3.45,190,10
355,20499,20499,Non-Bitter,2.92,0,0,0,1.8,0,0,0,0,-4.03,4,2,0.36,1.57,1.65,2.24,1.54,373,21
356,6430759,6430759,Non-Bitter,4.12,9.91,0,0,7.15,0,0,0,1,-4.66,3,1,0.08,0.89,1.12,2.82,3.09,364,10
357,5367530,5367530,Non-Bitter,4.12,9.89,0,0,7.75,0,0,0,1,-4.76,3,1,0.08,0.98,1.12,2.72,3.08,364,10
358,16821,16821,Non-Bitter,3.91,10.81,0,0,10.57,5.15,0.24,1,1,-3.83,1,2,0.12,0.97,1.19,2.84,1.82,398,17
359,12844,12844,Non-Bitter,3.91,10.99,0.01,0,10.29,5.25,0.23,1,1,-3.72,1,2,0.12,0.97,1.19,2.84,1.92,378,17
360,61835,61835,Non-Bitter,3.91,11.16,0.02,0,10.03,5.35,0.22,1,1,-3.62,1,2,0.12,0.97,1.19,2.84,2.06,354,17
